"ensembl_gene_id","description","gene_biotype","gcContent","start_position","end_position","transcript_length","chr","band","gene_name","mirbase_id","geneLength"
"ENSG00000166974","microtubule associated protein RP/EB family member 2 [Source:HGNC Symbol;Acc:HGNC:6891]","protein_coding",39.48,34976928,35143470,803,"18","q12.1","MAPRE2","",166542
"ENSG00000278558","transmembrane protein 191B [Source:HGNC Symbol;Acc:HGNC:33600]","protein_coding",67.82,18527802,18530573,1334,"22","q11.21","TMEM191B","",2771
"ENSG00000215568","GRB2 associated binding protein family member 4 [Source:HGNC Symbol;Acc:HGNC:18325]","protein_coding",45.23,16961936,17008222,2630,"22","q11.1","GAB4","",46286
"ENSG00000150361","kelch like family member 1 [Source:HGNC Symbol;Acc:HGNC:6352]","protein_coding",34.06,69700594,70108493,4105,"13","q21.33","KLHL1","",407899
"ENSG00000154654","neural cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:7657]","protein_coding",34.02,20998409,21543329,8041,"21","q21.1","NCAM2","",544920
"ENSG00000134775","formin homology 2 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26178]","protein_coding",43.06,36297714,36780055,4967,"18","q12.2","FHOD3","",482341
"ENSG00000122034","general transcription factor IIIA [Source:HGNC Symbol;Acc:HGNC:4662]","protein_coding",44.69,27424619,27435823,1443,"13","q12.2","GTF3A","",11204
"ENSG00000240432","keratin associated protein 13-3 [Source:HGNC Symbol;Acc:HGNC:18925]","protein_coding",48.58,30425265,30425968,704,"21","q22.11","KRTAP13-3","",703
"ENSG00000197683","keratin associated protein 26-1 [Source:HGNC Symbol;Acc:HGNC:33760]","protein_coding",47.65,30319124,30320315,1192,"21","q22.11","KRTAP26-1","",1191
"ENSG00000241973","phosphatidylinositol 4-kinase alpha [Source:HGNC Symbol;Acc:HGNC:8983]","protein_coding",47.81,20707691,20859417,6751,"22","q11.21","PI4KA","",151726
"ENSG00000198390","keratin associated protein 13-1 [Source:HGNC Symbol;Acc:HGNC:18924]","protein_coding",50.51,30396031,30396822,792,"21","q22.11","KRTAP13-1","",791
"ENSG00000198862","listerin E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:13082]","protein_coding",36.74,28928144,28992956,7677,"21","q21.3","LTN1","",64812
"ENSG00000136110","chondromodulin [Source:HGNC Symbol;Acc:HGNC:17005]","protein_coding",41.91,52703264,52739820,1444,"13","q14.3","CNMD","",36556
"ENSG00000187676","beta 3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:20207]","protein_coding",41.07,31199975,31332276,4215,"13","q12.3","B3GLCT","",132301
"ENSG00000173141","mitochondrial ribosomal protein L57 [Source:HGNC Symbol;Acc:HGNC:14514]","protein_coding",49.86,21176658,21179084,2233,"13","q12.11","MRPL57","",2426
"ENSG00000142192","amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]","protein_coding",39.73,25880550,26171128,3583,"21","q21.3","APP","",290578
"ENSG00000120690","E74 like ETS transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3316]","protein_coding",38.79,40931924,41061440,3563,"13","q14.11","ELF1","",129516
"ENSG00000136155","sciellin [Source:HGNC Symbol;Acc:HGNC:10573]","protein_coding",37.89,77535674,77645263,2269,"13","q22.3","SCEL","",109589
"ENSG00000183307","transmembrane protein 121B [Source:HGNC Symbol;Acc:HGNC:1844]","protein_coding",60.4,17116297,17121367,3961,"22","q11.1","TMEM121B","",5070
"ENSG00000133475","gamma-glutamyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:4251]","protein_coding",54.52,21207973,21227637,1845,"22","q11.21","GGT2","",19664
"ENSG00000177663","interleukin 17 receptor A [Source:HGNC Symbol;Acc:HGNC:5985]","protein_coding",50.68,17084954,17115694,651,"22","q11.1","IL17RA","",30740
"ENSG00000180777","ankyrin repeat domain 30B [Source:HGNC Symbol;Acc:HGNC:24165]","protein_coding",35.41,14728272,14854038,434,"18","p11.21","ANKRD30B","",125766
"ENSG00000128789","proteasome assembly chaperone 2 [Source:HGNC Symbol;Acc:HGNC:24929]","protein_coding",42.01,12658043,12725740,377,"18","p11.21","PSMG2","",67697
"ENSG00000286102","family with sequence similarity 246 member A [Source:HGNC Symbol;Acc:HGNC:54844]","protein_coding",78.11,21360601,21361299,699,"22","q11.21","FAM246A","",698
"ENSG00000102804","TSC22 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:16826]","protein_coding",38.08,44432143,44577147,3135,"13","q14.11","TSC22D1","",145004
"ENSG00000274252","gamma-glutamyltransferase light chain family member 3 [Source:HGNC Symbol;Acc:HGNC:33426]","protein_coding",61.94,18516344,18518161,968,"22","q11.21","GGTLC3","",1817
"ENSG00000070371","clathrin heavy chain like 1 [Source:HGNC Symbol;Acc:HGNC:2093]","protein_coding",46.42,19179473,19291719,5313,"22","q11.21","CLTCL1","",112246
"ENSG00000150893","FRAS1 related extracellular matrix 2 [Source:HGNC Symbol;Acc:HGNC:25396]","protein_coding",37.64,38687077,38887131,16122,"13","q13.3","FREM2","",200054
"ENSG00000185231","melanocortin 2 receptor [Source:HGNC Symbol;Acc:HGNC:6930]","protein_coding",42.78,13882044,13915707,3652,"18","p11.21","MC2R","",33663
"ENSG00000204918","proline rich 20B [Source:HGNC Symbol;Acc:HGNC:37220]","protein_coding",49.77,57147488,57150509,1847,"13","q21.1","PRR20B","",3021
"ENSG00000197705","kelch like family member 14 [Source:HGNC Symbol;Acc:HGNC:29266]","protein_coding",38.99,32672673,32773023,4271,"18","q12.1","KLHL14","",100350
"ENSG00000136111","TBC1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:19165]","protein_coding",38.11,75283503,75482169,6656,"13","q22.2","TBC1D4","",198666
"ENSG00000171189","glutamate ionotropic receptor kainate type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4579]","protein_coding",38.04,29536933,29940033,3179,"21","q21.3","GRIK1","",403100
"ENSG00000078142","phosphatidylinositol 3-kinase catalytic subunit type 3 [Source:HGNC Symbol;Acc:HGNC:8974]","protein_coding",35.33,41955234,42087830,9415,"18","q12.3","PIK3C3","",132596
"ENSG00000227151","proline rich 20D [Source:HGNC Symbol;Acc:HGNC:37222]","protein_coding",49.77,57160632,57163653,1847,"13","q21.1","PRR20D","",3021
"ENSG00000286175","family with sequence similarity 246 member B [Source:HGNC Symbol;Acc:HGNC:54843]","protein_coding",78.54,18633984,18634682,699,"22","q11.21","FAM246B","",698
"ENSG00000275793","RIMS binding protein 3 [Source:HGNC Symbol;Acc:HGNC:29344]","protein_coding",62.54,18605815,18611919,6105,"22","q11.21","RIMBP3","",6104
"ENSG00000136158","sprouty RTK signaling antagonist 2 [Source:HGNC Symbol;Acc:HGNC:11270]","protein_coding",49.06,80335976,80341126,2708,"13","q31.1","SPRY2","",5150
"ENSG00000234278","proline rich 20E [Source:HGNC Symbol;Acc:HGNC:37223]","protein_coding",49.77,57167197,57170218,1847,"13","q21.1","PRR20E","",3021
"ENSG00000206102","keratin associated protein 19-8 [Source:HGNC Symbol;Acc:HGNC:33898]","protein_coding",49.06,31038159,31038476,318,"21","q22.11","KRTAP19-8","",317
"ENSG00000120686","ubiquitin fold modifier 1 [Source:HGNC Symbol;Acc:HGNC:20597]","protein_coding",33.9,38349849,38363619,777,"13","q13.3","UFM1","",13770
"ENSG00000206106","keratin associated protein 22-2 [Source:HGNC Symbol;Acc:HGNC:37091]","protein_coding",39.25,30590105,30590397,293,"21","q22.11","KRTAP22-2","",292
"ENSG00000142188","transmembrane protein 50B [Source:HGNC Symbol;Acc:HGNC:1280]","protein_coding",43.33,33432485,33479974,695,"21","q22.11","TMEM50B","",47489
"ENSG00000099917","mediator complex subunit 15 [Source:HGNC Symbol;Acc:HGNC:14248]","protein_coding",50.5,20495913,20587632,590,"22","q11.21","MED15","",91719
"ENSG00000184351","keratin associated protein 19-1 [Source:HGNC Symbol;Acc:HGNC:18936]","protein_coding",43.35,30479706,30480367,662,"21","q22.11","KRTAP19-1","",661
"ENSG00000276644","dachshund family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:2663]","protein_coding",33.94,71437966,71867204,5245,"13","q21.33","DACH1","",429238
"ENSG00000275895","U2 small nuclear RNA auxiliary factor 1 like 5 [Source:HGNC Symbol;Acc:HGNC:51830]","protein_coding",43.61,6484623,6499261,1678,"21","p12","U2AF1L5","",14638
"ENSG00000102554","Kruppel like factor 5 [Source:HGNC Symbol;Acc:HGNC:6349]","protein_coding",38.99,73054976,73077541,984,"13","q22.1","KLF5","",22565
"ENSG00000080986","NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:16909]","protein_coding",36.33,2571557,2616635,2126,"18","p11.32","NDC80","",45078
"ENSG00000121390","paraspeckle component 1 [Source:HGNC Symbol;Acc:HGNC:20320]","protein_coding",40.29,19674752,19783019,448,"13","q12.11","PSPC1","",108267
"ENSG00000174015","chibby family member 2 [Source:HGNC Symbol;Acc:HGNC:30720]","protein_coding",45.42,45702320,45714559,1605,"13","q14.13","CBY2","",12239
"ENSG00000178127","NADH:ubiquinone oxidoreductase core subunit V2 [Source:HGNC Symbol;Acc:HGNC:7717]","protein_coding",37.35,9102630,9134345,854,"18","p11.22","NDUFV2","",31715
"ENSG00000182591","keratin associated protein 11-1 [Source:HGNC Symbol;Acc:HGNC:18922]","protein_coding",52.83,30880644,30881580,937,"21","q22.11","KRTAP11-1","",936
"ENSG00000212938","keratin associated protein 6-3 [Source:HGNC Symbol;Acc:HGNC:18933]","protein_coding",50.63,30592440,30593075,636,"21","q22.11","KRTAP6-3","",635
"ENSG00000156284","claudin 8 [Source:HGNC Symbol;Acc:HGNC:2050]","protein_coding",37.33,30214006,30216097,2092,"21","q22.11","CLDN8","",2091
"ENSG00000088451","TDP-glucose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:20324]","protein_coding",36.97,94574054,94596242,1797,"13","q32.1","TGDS","",22188
"ENSG00000222018","family with sequence similarity 243 member A [Source:HGNC Symbol;Acc:HGNC:39602]","protein_coding",43.6,34400112,34401072,961,"21","q22.12","FAM243A","",960
"ENSG00000102755","fms related receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:3763]","protein_coding",41.61,28300346,28495145,7123,"13","q12.3","FLT1","",194799
"ENSG00000154889","metallophosphoesterase 1 [Source:HGNC Symbol;Acc:HGNC:15988]","protein_coding",45.05,11882622,11908366,3330,"18","p11.21","MPPE1","",25744
"ENSG00000244025","keratin associated protein 19-3 [Source:HGNC Symbol;Acc:HGNC:18938]","protein_coding",44.57,30491462,30492013,552,"21","q22.11","KRTAP19-3","",551
"ENSG00000171873","adrenoceptor alpha 1D [Source:HGNC Symbol;Acc:HGNC:280]","protein_coding",51.78,4220630,4249287,2942,"20","p13","ADRA1D","",28657
"ENSG00000101282","R-spondin 4 [Source:HGNC Symbol;Acc:HGNC:16175]","protein_coding",50.89,958452,1002311,2757,"20","p13","RSPO4","",43859
"ENSG00000125903","defensin beta 129 [Source:HGNC Symbol;Acc:HGNC:16218]","protein_coding",39.94,227258,229886,698,"20","p13","DEFB129","",2628
"ENSG00000101280","angiopoietin 4 [Source:HGNC Symbol;Acc:HGNC:487]","protein_coding",50.62,869900,916334,4692,"20","p13","ANGPT4","",46434
"ENSG00000273590","small integral membrane protein 11B [Source:HGNC Symbol;Acc:HGNC:51846]","protein_coding",47.23,7744962,7777853,573,"21","p11.2","SMIM11B","",32891
"ENSG00000089012","signal regulatory protein gamma [Source:HGNC Symbol;Acc:HGNC:15757]","protein_coding",43.73,1629152,1657779,712,"20","p13","SIRPG","",28627
"ENSG00000100121","gamma-glutamyltransferase light chain 2 [Source:HGNC Symbol;Acc:HGNC:18596]","protein_coding",59.03,22644475,22647903,473,"22","q11.22","GGTLC2","",3428
"ENSG00000142149","hormonally up-regulated Neu-associated kinase [Source:HGNC Symbol;Acc:HGNC:13326]","protein_coding",45.92,31873020,32044633,7680,"21","q22.11","HUNK","",171613
"ENSG00000154642","chromosome 21 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:16459]","protein_coding",37.16,17788974,17819386,5396,"21","q21.1","C21orf91","",30412
"ENSG00000171984","shieldin complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:26318]","protein_coding",43.32,5750393,5864395,585,"20","p12.3","SHLD1","",114002
"ENSG00000125827","thioredoxin related transmembrane protein 4 [Source:HGNC Symbol;Acc:HGNC:25237]","protein_coding",37.73,7977346,8019805,6103,"20","p12.3","TMX4","",42459
"ENSG00000254709","immunoglobulin lambda like polypeptide 5 [Source:HGNC Symbol;Acc:HGNC:38476]","protein_coding",48.79,22887780,22896111,1300,"22","q11.22","IGLL5","",8331
"ENSG00000159256","MORC family CW-type zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:23572]","protein_coding",42.3,36320189,36386148,1290,"21","q22.12","MORC3","",65959
"ENSG00000149346","SLX4 interacting protein [Source:HGNC Symbol;Acc:HGNC:16225]","protein_coding",40.51,10435305,10636829,6056,"20","p12.2","SLX4IP","",201524
"ENSG00000099953","matrix metallopeptidase 11 [Source:HGNC Symbol;Acc:HGNC:7157]","protein_coding",57.83,23768226,23784316,3823,"22","q11.23","MMP11","",16090
"ENSG00000089199","chromogranin B [Source:HGNC Symbol;Acc:HGNC:1930]","protein_coding",42.65,5911510,5925353,2462,"20","p12.3","CHGB","",13843
"ENSG00000134882","UBA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20486]","protein_coding",41.75,99200774,99386504,748,"13","q32.3","UBAC2","",185730
"ENSG00000178591","defensin beta 125 [Source:HGNC Symbol;Acc:HGNC:18105]","protein_coding",37.75,87250,97094,1200,"20","p13","DEFB125","",9844
"ENSG00000125820","NK2 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7835]","protein_coding",58.4,21511017,21514064,2123,"20","p11.22","NKX2-2","",3047
"ENSG00000088812","attractin [Source:HGNC Symbol;Acc:HGNC:885]","protein_coding",40.35,3471018,3651118,8651,"20","p13","ATRN","",180100
"ENSG00000133119","replication factor C subunit 3 [Source:HGNC Symbol;Acc:HGNC:9971]","protein_coding",37.82,33818069,33966558,2306,"13","q13.2","RFC3","",148489
"ENSG00000169548","zinc finger protein 280A [Source:HGNC Symbol;Acc:HGNC:18597]","protein_coding",42.95,22513736,22520270,2148,"22","q11.22","ZNF280A","",6534
"ENSG00000159086","PAX3 and PAX7 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13579]","protein_coding",38.11,32733899,32771792,3892,"21","q22.11","PAXBP1","",37893
"ENSG00000184792","oxysterol binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8504]","protein_coding",48.17,30693782,30907824,2747,"22","q12.2","OSBP2","",214042
"ENSG00000080166","dopachrome tautomerase [Source:HGNC Symbol;Acc:HGNC:2709]","protein_coding",39.87,94436811,94479682,5074,"13","q32.1","DCT","",42871
"ENSG00000125845","bone morphogenetic protein 2 [Source:HGNC Symbol;Acc:HGNC:1069]","protein_coding",43.74,6767686,6780246,3545,"20","p12.3","BMP2","",12560
"ENSG00000152192","POU class 4 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9218]","protein_coding",51.88,78598362,78603552,4539,"13","q31.1","POU4F1","",5190
"ENSG00000132623","ankyrin repeat and EF-hand domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15803]","protein_coding",37.26,9986126,10058303,489,"20","p12.2","ANKEF1","",72177
"ENSG00000125304","transmembrane 9 superfamily member 2 [Source:HGNC Symbol;Acc:HGNC:11865]","protein_coding",40.68,99446311,99564048,1277,"13","q32.3","TM9SF2","",117737
"ENSG00000101489","CUGBP Elav-like family member 4 [Source:HGNC Symbol;Acc:HGNC:14015]","protein_coding",52.36,37243040,37565827,2542,"18","q12.2","CELF4","",322787
"ENSG00000101327","prodynorphin [Source:HGNC Symbol;Acc:HGNC:8820]","protein_coding",48.91,1978757,1994285,2556,"20","p13","PDYN","",15528
"ENSG00000139737","SLAIN motif family member 1 [Source:HGNC Symbol;Acc:HGNC:26387]","protein_coding",36.87,77697687,77764242,472,"13","q22.3","SLAIN1","",66555
"ENSG00000205929","chromosome 21 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:1305]","protein_coding",43.55,32790673,32813743,1155,"21","q22.11","C21orf62","",23070
"ENSG00000166948","transglutaminase 6 [Source:HGNC Symbol;Acc:HGNC:16255]","protein_coding",45.19,2380901,2432753,2299,"20","p13","TGM6","",51852
"ENSG00000125898","family with sequence similarity 110 member A [Source:HGNC Symbol;Acc:HGNC:16188]","protein_coding",51.88,833715,857463,1807,"20","p13","FAM110A","",23748
"ENSG00000173404","INSM transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:6090]","protein_coding",63.18,20368104,20370949,2846,"20","p11.23","INSM1","",2845
"ENSG00000185982","defensin beta 128 [Source:HGNC Symbol;Acc:HGNC:18106]","protein_coding",41.31,187853,189711,403,"20","p13","DEFB128","",1858
"ENSG00000205726","intersectin 1 [Source:HGNC Symbol;Acc:HGNC:6183]","protein_coding",42.47,33642400,33899861,3913,"21","q22.11","ITSN1","",257461
"ENSG00000182957","spermatogenesis associated 13 [Source:HGNC Symbol;Acc:HGNC:23222]","protein_coding",44.13,23979805,24307074,8603,"13","q12.12","SPATA13","",327269
"ENSG00000088826","spermine oxidase [Source:HGNC Symbol;Acc:HGNC:15862]","protein_coding",49.87,4120980,4187747,280,"20","p13","SMOX","",66767
"ENSG00000185686","PRAME nuclear receptor transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:9336]","protein_coding",50.06,22547701,22559361,2196,"22","q11.22","PRAME","",11660
"ENSG00000231824","A-kinase anchor inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28285]","protein_coding",39.25,5142911,5197503,523,"18","p11.31","AKAIN1","",54592
"ENSG00000132874","solute carrier family 14 member 2 [Source:HGNC Symbol;Acc:HGNC:10919]","protein_coding",42.88,45212995,45683688,3540,"18","q12.3","SLC14A2","",470693
"ENSG00000125788","defensin beta 126 [Source:HGNC Symbol;Acc:HGNC:15900]","protein_coding",34.69,142590,145751,434,"20","p13","DEFB126","",3161
"ENSG00000132661","nuclear transport factor 2 like export factor 1 [Source:HGNC Symbol;Acc:HGNC:15913]","protein_coding",48.53,23350791,23354771,1062,"20","p11.21","NXT1","",3980
"ENSG00000132640","BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15854]","protein_coding",38.63,11890723,11926609,4686,"20","p12.2","BTBD3","",35886
"ENSG00000017797","ralA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9841]","protein_coding",41.37,9475009,9538114,4368,"18","p11.22","RALBP1","",63105
"ENSG00000275004","zinc finger protein 280B [Source:HGNC Symbol;Acc:HGNC:23022]","protein_coding",41.13,22484421,22508742,5309,"22","q11.22","ZNF280B","",24321
"ENSG00000188811","NHL repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:33751]","protein_coding",37.72,39038306,39050109,3237,"13","q13.3","NHLRC3","",11803
"ENSG00000128218","V-set pre-B cell surrogate light chain 3 [Source:HGNC Symbol;Acc:HGNC:12710]","protein_coding",56.21,23752743,23754425,503,"22","q11.23","VPREB3","",1682
"ENSG00000100077","G protein-coupled receptor kinase 3 [Source:HGNC Symbol;Acc:HGNC:290]","protein_coding",40.6,25564675,25729294,9277,"22","q12.1","GRK3","",164619
"ENSG00000125816","NK2 homeobox 4 [Source:HGNC Symbol;Acc:HGNC:7837]","protein_coding",68.36,21395365,21397526,1738,"20","p11.22","NKX2-4","",2161
"ENSG00000167315","acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:83]","protein_coding",39.53,49782164,49813953,2926,"18","q21.1","ACAA2","",31789
"ENSG00000089063","transmembrane protein 230 [Source:HGNC Symbol;Acc:HGNC:15876]","protein_coding",44.98,5068232,5113103,594,"20","p12.3","TMEM230","",44871
"ENSG00000102837","olfactomedin 4 [Source:HGNC Symbol;Acc:HGNC:17190]","protein_coding",40.05,53028813,53052057,2843,"13","q14.3","OLFM4","",23244
"ENSG00000204919","proline rich 20A [Source:HGNC Symbol;Acc:HGNC:24754]","protein_coding",49.77,57140918,57143939,1847,"13","q21.1","PRR20A","",3021
"ENSG00000065150","importin 5 [Source:HGNC Symbol;Acc:HGNC:6402]","protein_coding",40.27,97953658,98024296,724,"13","q32.2","IPO5","",70638
"ENSG00000100325","activating signal cointegrator 1 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24103]","protein_coding",48.94,29788609,29838304,2790,"22","q12.2","ASCC2","",49695
"ENSG00000141380","SS18 subunit of BAF chromatin remodeling complex [Source:HGNC Symbol;Acc:HGNC:11340]","protein_coding",35.21,26016253,26091217,3402,"18","q11.2","SS18","",74964
"ENSG00000125851","proprotein convertase subtilisin/kexin type 2 [Source:HGNC Symbol;Acc:HGNC:8744]","protein_coding",41.47,17226107,17484578,4674,"20","p12.1","PCSK2","",258471
"ENSG00000132639","synaptosome associated protein 25 [Source:HGNC Symbol;Acc:HGNC:11132]","protein_coding",40.89,10218830,10307418,2053,"20","p12.2","SNAP25","",88588
